frame,aX,aY,aZ,gX,gY,gZ,label
1028,0.50493,0.48469,-1.03796,-14.70431,-104.98907,-118.38509,Standing
1028,0.66069,0.37043,-1.38049,-60.1755,-101.7542,-105.14046,Standing
1028,0.71757,0.22859,-1.60437,-93.07344,-86.61749,-88.84408,Standing
1028,0.85185,0.10383,-1.64953,-68.11006,-83.74883,-49.41537,Standing
1028,1.1641,0.05964,-1.50647,19.65849,-48.22638,-8.82699,Standing
1029,1.17631,0.21785,-1.35925,50.60331,4.81318,-9.62045,Standing
1029,0.9539,0.35286,-1.26159,39.98319,53.33612,-14.32015,Standing
1029,0.69828,0.34114,-1.22277,15.56913,82.93818,-14.56429,Standing
1029,0.43901,0.21296,-1.0426,-34.23556,82.87714,-4.79867,Standing
1030,0.41386,0.0948,-0.79968,-57.24581,70.3039,9.60563,Standing
1030,0.44535,0.02156,-0.55676,-52.42403,63.28486,32.37174,Standing
1030,0.4412,-0.03142,-0.44152,-37.34835,68.47285,50.13297,Standing
1030,0.32084,-0.1198,-0.4281,-14.76534,61.63691,51.47575,Standing
1031,0.22197,-0.13127,-0.432,3.85038,36.9787,36.27799,Standing
1031,0.1895,-0.06023,-0.3944,16.42362,4.93525,19.12711,Standing
1031,0.15361,0.04206,-0.33117,29.11894,-19.53985,4.84489,Standing
1031,0.11479,0.15559,0.0094,26.92167,-42.97735,32.79899,Standing
1032,0.15825,0.14802,0.10877,0.43241,-71.05352,69.66422,Standing
1032,0.24321,0.20417,-0.16833,-33.62521,-96.44415,100.48698,Standing
1032,0.20805,0.2679,-0.66589,-43.08566,-115.42608,103.96598,Standing
1032,0.27494,0.43318,-1.24914,-91.30342,-135.50664,80.95573,Standing
1033,0.26152,0.41169,-1.32995,-135.55391,-129.03691,90.17204,Standing
1033,0.35014,0.33845,-1.5094,-165.46114,-132.82109,128.31902,Standing
1033,0.54374,0.25715,-1.85803,-200.37325,-119.27129,156.51726,Standing
1033,0.84745,-0.15325,-1.97522,-194.57491,-73.86114,97.67936,Standing
1034,0.90922,-0.24895,-1.87268,-154.65791,-62.38653,77.23258,Standing
1034,0.91533,-0.41326,-1.63928,-47.05294,-14.96222,60.38688,Standing
1034,0.86772,-0.42131,-1.60559,-6.95284,12.68671,63.1945,Standing
1034,0.74955,-0.43669,-1.53576,15.44706,37.71112,66.12418,Standing
1035,0.53959,-0.4384,-1.38635,29.24101,71.15839,71.92252,Standing
1035,0.4434,-0.43108,-1.34118,33.45243,81.4123,76.98844,Standing
1035,0.35624,-0.4594,-1.15954,39.80009,85.62373,84.43473,Standing
1035,0.34965,-0.17376,-1.32458,69.28008,73.5998,94.74967,Standing
1036,0.37333,-0.05486,-1.34289,74.89531,71.09736,94.81071,Standing
1036,0.51713,-0.049,-1.16272,92.04619,53.51923,109.09293,Standing
1036,0.49394,-0.05022,-0.96374,90.94756,62.55244,100.1818,Standing
1036,0.45073,-0.15422,-0.73425,103.94804,76.10224,35.78971,Standing
1037,0.39238,-0.16082,-0.60363,108.09843,80.86298,10.09391,Standing
1037,0.35698,-0.15203,-0.4552,110.35674,85.07441,-6.32455,Standing
1037,0.30864,-0.13884,-0.15124,109.56328,86.47822,-22.43783,Standing
1037,0.28251,-0.10588,-0.03454,108.95293,82.75507,-28.66342,Standing
1038,0.24101,-0.07903,0.02601,110.11259,76.59052,-36.23177,Standing
1038,0.19535,0.00129,-0.00085,110.47881,51.68818,-47.2181,Standing
1038,0.21513,0.0279,-0.03552,105.10771,34.35419,-48.49984,Standing
1038,0.26786,-0.0075,-0.04162,92.04619,17.99677,-47.52328,Standing
1039,0.32817,-0.04045,-0.02648,69.28008,8.59735,-48.62191,Standing
1039,0.41093,-0.17327,0.08851,24.23612,7.31562,-59.05892,Standing
1039,0.40849,-0.28875,0.172,15.87431,17.75263,-71.57113,Standing
1039,0.4141,-0.39495,0.31311,23.62577,28.25068,-84.44955,Standing
1040,0.36528,-0.43059,0.35462,47.49052,42.3498,-100.44076,Standing
1040,0.17997,-0.35051,0.0177,91.1917,62.61347,-127.11312,Standing
1040,0.04741,-0.26726,-0.23498,95.8914,68.96113,-135.16975,Standing
1040,-0.07515,-0.23357,-0.4198,94.60966,65.66523,-130.28694,Standing
1041,-0.14766,-0.18694,-0.60998,98.51591,50.83368,-115.88265,Standing
1041,-0.08101,-0.09783,-1.18762,107.42705,12.68671,-75.35531,Standing
1041,0.02617,0.01741,-1.46667,89.54375,-5.50177,-60.70687,Standing
1041,0.18535,0.19709,-1.86999,28.44755,-34.61554,-57.1058,Standing
1042,0.3228,-0.01506,-1.86291,-72.93184,-89.73028,-41.41976,Standing
1042,0.47734,-0.05413,-1.65905,-82.63643,-105.17217,-29.21273,Standing
1042,0.97685,-0.00188,-1.39294,-90.99825,-94.42999,-51.85677,Standing
1042,1.06523,-0.03875,-1.33483,-105.40254,-55.06231,-59.05892,Standing
1043,0.94169,-0.35637,-1.2445,-100.21455,46.25605,-27.38168,Standing
1043,0.75419,-0.47332,-0.87439,-65.85176,75.43085,-23.65853,Standing
1043,0.69633,-0.4196,-0.86486,-25.20235,80.3747,-17.37191,Standing
1043,0.52787,-0.43621,-0.70617,13.31083,98.38007,-0.16,Standing
1044,0.51347,-0.24919,-0.52526,48.95536,86.72236,-6.50765,Standing
1044,0.42851,-0.10759,-0.38855,88.01787,88.49238,-25.79476,Standing
1044,0.31279,0.02082,-0.36462,115.8499,87.33271,-37.87972,Standing
1044,0.19194,0.11726,-0.25866,115.97197,73.78291,-30.67758,Standing
1045,0.15019,0.13484,-0.06286,109.62431,41.19013,-19.14193,Standing
1045,0.22709,0.18318,0.10657,120.54961,20.92646,-18.28744,Standing
1045,0.18046,0.23616,0.10413,126.40898,29.1662,-25.79476,Standing
1045,0.11235,0.253,0.13196,118.77959,29.47138,-24.32992,Standing
1045,0.05571,0.25544,0.08338,100.04179,27.15204,-16.51742,Standing
1046,-0.11153,0.2093,-0.20495,67.08281,24.89374,-2.54037,Standing
1046,-0.17794,0.18806,-0.65783,23.62577,20.19403,23.94889,Standing
1046,0.00077,0.43049,-1.42224,-61.15206,-1.10723,77.72086,Standing
1046,0.08867,0.33967,-1.74206,-151.23994,-43.83184,99.69352,Standing
1046,0.26396,0.18928,-1.96545,-207.51436,-100.96075,110.31364,Standing
1047,0.51884,0.00984,-1.90197,-203.73018,-145.21123,100.67008,Standing
1047,1.00444,-0.54265,-1.35437,-142.51192,-174.44707,73.20426,Standing
1047,1.1663,-0.77044,-1.21984,-115.10713,-128.73174,72.47184,Standing
1047,1.12895,-0.7592,-1.2196,-70.06319,-61.71515,84.80094,Standing
1047,0.93168,-0.66594,-1.25451,-24.28683,-8.79766,81.13883,Standing
1048,0.67314,-0.5844,-1.07019,25.762,31.36347,79.30778,Standing
1048,0.57158,-0.46575,-0.83801,59.39237,48.75849,65.69694,Standing
1048,0.48539,-0.39348,-0.85583,67.38799,49.3078,45.4943,Standing
1048,0.31181,-0.27752,-0.63537,71.05009,48.33124,11.74186,Standing
1048,0.2454,-0.00847,-0.59631,79.0457,9.51288,-7.72836,Standing
1049,0.21171,-0.02898,-0.47839,67.51006,-1.83966,-25.67269,Standing
1049,0.23759,-0.09392,-0.32238,48.34501,-18.50225,-47.40121,Standing
1049,0.27885,-0.1469,-0.09314,30.52275,-29.18341,-65.04037,Standing
1049,0.33793,-0.18962,0.12415,37.23661,-16.30499,-82.06918,Standing
1049,0.24296,-0.22576,0.04505,45.65946,0.29657,-85.91439,Standing
1050,0.15776,-0.11492,-0.36682,38.82352,10.73359,-69.67904,Standing
1050,0.15971,0.03791,-0.76355,9.83183,16.22675,-54.78646,Standing
1050,0.252,0.11189,-0.99646,-17.51192,14.02948,-52.7723,Standing
1050,0.35234,0.15437,-1.58239,-40.94942,13.23603,-48.80502,Standing
1050,0.46171,0.13093,-1.7633,-56.57442,8.59735,-24.02474,Standing
1051,0.64018,0.06306,-1.71765,-66.0959,-2.32794,1.85416,Standing
1051,0.79985,0.1302,-1.50988,-59.07687,2.12763,15.03776,Standing
1051,0.7808,0.19905,-1.27502,-42.96358,31.4245,8.93424,Standing
1051,0.68681,0.23396,-1.15588,-31.30587,50.46747,1.67106,Standing
1052,0.53764,0.21174,-1.12194,-39.66769,68.83906,-0.70931,Standing
1052,0.45219,0.12434,-1.03552,-55.29269,62.97968,-0.70931,Standing
1052,0.46806,0.09382,-0.9154,-60.23653,53.15302,17.23502,Standing
1052,0.48661,0.03596,-0.73669,-56.57442,47.65985,28.28238,Standing
1053,0.54106,-0.11516,-0.45178,-36.61593,32.09589,30.96793,Standing
1053,0.55107,-0.17498,-0.3341,-18.42745,27.09101,25.5358,Standing
1053,0.59037,-0.18206,-0.19445,25.09062,33.74384,14.85465,Standing
1053,0.60356,-0.12615,-0.11535,41.57011,39.35907,11.55875,Standing
1054,0.56327,-0.07903,-0.09558,53.34989,49.49091,7.40836,Standing
1054,0.37846,0.05745,-0.17688,64.70244,57.48652,4.84489,Standing
1054,0.29057,0.09944,-0.14245,64.33623,51.81025,11.25358,Standing
1054,0.24272,0.20613,-0.06262,60.67411,31.79071,38.53629,Standing
1055,0.2454,0.24104,0.0011,61.22343,21.65888,52.39127,Standing
1055,0.21098,0.23884,0.06824,62.38309,16.95917,67.46696,Standing
1055,0.20073,0.23494,0.14368,64.15312,12.86982,81.0778,Standing
1055,0.17949,0.26765,0.14661,67.69316,11.34394,88.76823,Standing
1056,0.10283,0.34211,-0.07409,65.19072,11.64911,93.95621,Standing
1056,0.06352,0.38191,-0.2257,56.34061,13.41913,93.4069,Standing
1056,0.01323,0.39631,-0.39221,45.59843,11.77118,91.69791,Standing
1056,-0.05806,0.33552,-0.89074,5.4373,-1.65655,88.8903,Standing
1057,-0.06881,0.35188,-1.19934,-27.64376,-8.49249,96.64176,Standing
1057,-0.03511,0.4283,-1.46447,-68.1711,-24.66681,113.79264,Standing
1057,0.05522,0.53328,-1.69274,-111.56709,-42.48907,133.81218,Standing
1057,0.24711,0.46589,-1.99865,-196.89424,-76.18047,159.75212,Standing
1058,0.33525,0.33772,-2.05114,-236.7502,-92.59893,164.26872,Standing
1058,0.67411,0.02571,-2.05896,-287.5925,-124.58135,151.02409,Standing
1058,0.85966,-0.09929,-1.96594,-290.27805,-129.76933,133.56804,Standing
1058,1.09452,-0.35002,-1.73669,-252.49728,-114.99883,103.84391,Standing
1059,1.19828,-0.56731,-1.54528,-226.25215,-95.40655,104.75944,Standing
1059,1.15458,-0.7946,-1.5094,-155.81758,-23.81231,124.41276,Standing
1059,1.04863,-0.83928,-1.39343,-120.23409,12.07636,122.76481,Standing
1059,0.77079,-0.63518,-1.29309,-37.40939,65.05488,111.04606,Standing
1060,0.50615,-0.43865,-1.26403,12.51737,110.52607,112.26676,Standing
1060,0.35209,-0.45574,-0.92834,54.44852,93.43623,103.11149,Standing
1060,0.50737,-0.21648,-0.62805,70.25664,70.67011,40.18424,Standing
1060,0.49907,-0.02263,-0.51794,52.00712,56.08271,-6.81283,Standing
1061,0.48539,-0.00994,-0.35949,56.95097,20.62128,-43.43392,Standing
1061,0.47783,-0.04558,-0.16809,54.26542,24.89374,-61.92757,Standing
1061,0.44218,-0.07561,-0.07727,51.57987,35.63593,-66.93246,Standing
1061,0.39555,-0.12004,0.01136,49.68778,52.35956,-66.68832,Standing
1062,0.32084,-0.20623,0.20276,46.57499,86.05097,-55.21371,Standing
1062,0.21244,-0.21721,0.2555,51.15263,117.1789,-43.37289,Standing
1062,0.06303,-0.12249,-0.02673,50.72538,137.80879,-43.98324,Standing
1062,0.04863,-0.01458,-0.27819,42.85184,139.70088,-48.98812,Standing
1063,0.01884,0.2552,-0.97131,6.658,149.89375,-58.99789,Standing
1063,-0.10811,0.19539,-1.8114,-106.68428,106.68085,-44.65462,Standing
1063,-0.0754,0.1407,-2.26965,-161.0666,10.67255,-4.37142,Standing
1063,0.28154,0.10261,-2.10412,-160.39522,-78.62188,32.37174,Standing
1081,0.72172,-0.52263,-0.75647,-41.62081,28.79999,27.67203,Walking
1081,0.61576,-0.42449,-0.78649,-18.0002,30.26484,24.92545,Walking
1081,0.49125,-0.40618,-0.80505,-12.99532,22.20819,28.70963,Walking
1081,0.40922,-0.40837,-0.81359,-14.33809,4.44696,32.31071,Walking
1081,0.58354,-0.43401,-0.77966,-12.446,-22.4085,34.93522,Walking
1082,0.71977,-0.36443,-0.72912,-9.57735,-23.4461,36.94938,Walking
1082,0.8206,-0.30242,-0.75671,-7.01388,-7.638,42.50358,Walking
1082,0.7891,-0.26555,-0.73864,-2.86349,15.73847,40.00114,Walking
1082,0.56083,-0.35857,-0.76623,3.72831,29.28827,24.25406,Walking
1082,0.49125,-0.41521,-0.76916,21.91679,23.18476,12.77946,Walking
1083,0.49296,-0.4135,-0.72009,40.47147,12.80878,-7.66732,Walking
1083,0.53837,-0.37395,-0.62292,52.55643,16.28778,-22.98715,Walking
1083,0.49955,-0.26531,-0.49035,58.59892,23.18476,-28.96859,Walking
1083,0.48271,-0.14788,-0.43249,60.06376,21.53681,-27.68685,Walking
1084,0.47758,-0.05364,-0.37536,57.74442,16.47089,-22.19369,Walking
1084,0.50981,0.01448,-0.45544,48.71122,11.64911,-15.11361,Walking
1084,0.62382,0.00349,-0.55456,26.98271,1.39521,-2.78451,Walking
1084,0.70781,-0.09734,-0.58923,13.18876,-2.51104,-2.6014,Walking
1085,0.7874,-0.22112,-0.60485,3.91142,1.88349,0.32828,Walking
1085,0.87895,-0.28118,-0.54113,-4.57247,15.12812,6.24869,Walking
1085,0.87773,-0.27556,-0.55432,-21.84542,44.91327,16.99088,Walking
1085,0.79228,-0.23894,-0.58581,-23.92061,57.18134,20.95817,Walking
1086,0.73393,-0.19377,-0.59582,-20.62472,58.40204,16.25846,Walking
1086,0.70634,-0.15032,-0.6571,-21.84542,50.28437,9.36149,Walking
1086,0.78202,-0.2199,-0.68029,-34.96798,37.71112,4.47867,Walking
1086,0.86894,-0.1845,-0.72106,-32.28243,35.33075,6.4318,Walking
1087,0.97612,-0.14397,-0.74108,-31.1838,39.237,15.70914,Walking
1087,1.0789,-0.14031,-0.76867,-31.24483,52.11542,27.12272,Walking
1087,0.97392,-0.28435,-0.77551,-37.16525,73.29462,30.60172,Walking
1087,0.78569,-0.48308,-0.64978,-14.03292,94.9621,24.55924,Walking
1088,0.6497,-0.45256,-0.61242,15.26396,93.49726,6.49283,Walking
1088,0.54863,-0.37078,-0.609,37.72489,77.26191,-15.17465,Walking
1088,0.56547,-0.35466,-0.50183,56.15751,66.76386,-28.1141,Walking
1088,0.55546,-0.37175,-0.29211,84.5999,64.07832,-36.53695,Walking
1089,0.52348,-0.25335,-0.24353,82.3416,59.3786,-38.61214,Walking
1089,0.52983,-0.25823,-0.17443,41.14286,33.13349,-41.72494,Walking
1089,0.51957,-0.30925,-0.2323,27.53202,10.91669,-45.38705,Walking
1089,0.57768,-0.35906,-0.29943,34.73417,-14.47393,-50.69711,Walking
1090,0.6121,-0.41472,-0.31799,44.19462,-23.99542,-55.64095,Walking
1090,0.68266,-0.42473,-0.33264,56.64579,-31.31964,-60.52377,Walking
1090,0.75053,-0.44329,-0.34948,86.24785,-40.90216,-68.09212,Walking
1090,0.76811,-0.41668,-0.33898,101.56767,-44.13702,-72.60873,Walking
1091,0.76933,-0.37542,-0.35827,113.34746,-46.21222,-75.72152,Walking
1091,0.76786,-0.32854,-0.40661,129.15556,-53.71954,-77.36947,Walking
1091,0.77983,-0.2885,-0.44397,133.79424,-57.86993,-77.00326,Walking
1091,0.83305,-0.28704,-0.52014,133.7332,-64.70586,-78.40707,Walking
1092,0.8516,-0.35833,-0.40002,133.7332,-67.20831,-81.09261,Walking
1092,0.86943,-0.44255,-0.29528,141.72881,-69.77178,-84.81576,Walking
1092,0.88041,-0.48821,-0.23205,158.45244,-68.73418,-89.45443,Walking
1092,0.73735,-0.31658,-0.23596,195.74492,-61.89825,-97.57211,Walking
1093,0.64872,-0.21209,-0.24011,201.11601,-63.60723,-100.44076,Walking
1093,0.56669,-0.10076,-0.28112,192.69316,-70.93145,-102.14974,Walking
1093,0.533,-0.0158,-0.35217,170.7205,-81.24639,-100.62386,Walking
1093,0.49858,0.04353,-0.38879,135.9915,-91.25616,-99.58627,Walking
1094,0.54326,0.00886,-0.40173,59.14823,-111.15362,-95.1307,Walking
1094,0.59135,-0.00237,-0.43103,31.49931,-117.01299,-91.71273,Walking
1094,0.76909,-0.09514,-0.52087,-2.49727,-128.60966,-87.3182,Walking
1094,0.88041,-0.17498,-0.55383,-11.46944,-129.83037,-84.81576,Walking
1095,1.04472,-0.34636,-0.57751,-9.94356,-126.0462,-80.23812,Walking
1095,1.06816,-0.39251,-0.5697,-1.52071,-118.66094,-78.65121,Walking
1095,1.07011,-0.41472,-0.62316,24.60233,-94.36895,-79.32259,Walking
1095,0.99833,-0.40178,-0.61438,36.50419,-83.26055,-80.17709,Walking
1096,0.81303,-0.34832,-0.54357,46.57499,-70.87041,-81.33675,Walking
1096,0.74247,-0.33489,-0.49597,49.44364,-70.01592,-81.64193,Walking
1096,0.67656,-0.30535,-0.43493,51.09159,-69.64971,-82.06918,Walking
1096,0.61821,-0.29778,-0.38537,54.32645,-70.44317,-82.31332,Walking
1097,0.4976,-0.23186,-0.35754,64.76347,-67.94073,-81.88607,Walking
1097,0.45341,-0.19841,-0.38635,68.12041,-68.85625,-82.31332,Walking
1097,0.48051,-0.14714,-0.42346,71.84355,-76.72979,-83.04574,Walking
1097,0.6392,-0.00676,-0.52673,79.59502,-81.36846,-89.45443,Walking
1098,0.90947,0.00618,-0.6361,60.42997,-73.73907,-76.0267,Walking
1098,0.94072,-0.2177,-0.78259,63.78691,-70.13799,-73.09701,Walking
1098,0.90898,-0.3449,-0.74646,95.64726,-70.62627,-81.88607,Walking
1098,0.87651,-0.37542,-0.78918,132.20732,-66.41485,-91.34652,Walking
1099,0.82548,-0.40203,-0.80847,146.30644,-65.07207,-91.34652,Walking
1099,0.79472,-0.36907,-0.78186,148.44267,-63.91241,-83.35091,Walking
1099,0.77568,-0.33904,-0.77014,147.77129,-60.0672,-78.10189,Walking
1099,0.73808,-0.20085,-0.81286,143.804,-52.07159,-71.02181,Walking
1100,0.68559,-0.06096,-0.78308,125.55449,-43.77081,-63.39241,Walking
1100,0.64384,0.03035,-0.78503,98.33281,-41.20733,-59.30306,Walking
1100,0.61454,0.07283,-0.72985,71.84355,-41.39044,-53.32162,Walking
1100,0.65483,0.05061,-0.64733,52.80058,-43.46563,-47.09603,Walking
1101,0.7039,0.01667,-0.63488,40.83768,-44.01495,-44.04427,Walking
1101,0.75883,-0.09514,-0.61535,32.59794,-39.31524,-47.58431,Walking
1101,0.78032,-0.21086,-0.58532,40.1663,-26.742,-55.51888,Walking
1101,0.72685,-0.22283,-0.60754,45.78153,-13.3753,-51.61263,Walking
1102,0.64799,-0.23503,-0.64733,46.14774,-3.91485,-44.7767,Walking
1102,0.57377,-0.18303,-0.70373,45.59843,1.2121,-37.26937,Walking
1102,0.54911,-0.04851,-0.77185,46.69706,-2.57208,-30.18929,Walking
1102,0.54667,-0.01091,-0.7091,47.67362,-5.44073,-27.19857,Walking
1103,0.58281,-0.02361,-0.63806,51.88505,-12.64288,-26.77133,Walking
1103,0.63188,-0.01555,-0.60241,52.98368,-19.9671,-29.88412,Walking
1103,0.71122,0.00471,-0.62072,42.05839,-22.83575,-31.41,Walking
1103,0.70683,0.02253,-0.67688,30.15653,-13.80255,-28.84652,Walking
1104,0.64311,0.01838,-0.72399,13.00566,-3.97589,-23.90267,Walking
1104,0.62309,-0.02117,-0.77356,-2.3752,-2.20587,-18.77572,Walking
1104,0.63603,-0.15862,-0.71887,-6.64767,-9.40802,-20.05746,Walking
1104,0.64335,-0.26531,-0.72863,-0.78829,-22.10333,-19.75228,Walking
1105,0.71025,-0.31536,-0.72888,9.52665,-32.41827,-16.45638,Walking
1105,0.7891,-0.33001,-0.69763,26.43339,-31.0755,-16.8226,Walking
1105,0.77665,-0.32317,-0.6593,43.03495,-21.30987,-21.88851,Walking
1105,0.66655,-0.35515,-0.61193,47.49052,-10.9339,-31.65414,Walking
1105,0.62211,-0.3134,-0.62512,46.26981,-1.65655,-32.6307,Walking
1106,0.57255,-0.24871,-0.68908,35.10038,3.40937,-31.89828,Walking
1106,0.56913,-0.16521,-0.7174,19.04814,6.40009,-30.55551,Walking
1106,0.6519,-0.049,-0.67004,16.05741,3.71454,-29.51791,Walking
1106,0.68998,0.02766,-0.62146,21.0623,1.45624,-26.16097,Walking
1106,0.73271,0.04841,-0.56262,17.88847,-0.37481,-17.55502,Walking
1107,0.78398,0.02278,-0.5841,8.85526,3.77558,-9.07113,Walking
1107,0.76762,-0.03972,-0.62316,-2.68038,18.66816,-2.11312,Walking
1107,0.70683,-0.07488,-0.65441,-9.39425,25.6872,0.75553,Walking
1107,0.66972,-0.11419,-0.67834,-19.64815,28.55585,4.72282,Walking
1107,0.62577,-0.16814,-0.67346,-21.78438,26.66376,5.57731,Walking
1108,0.63774,-0.16985,-0.66418,-8.7839,14.39569,1.97623,Walking
1108,0.70268,-0.17302,-0.62072,-5.97628,5.17939,-0.70931,Walking
1108,0.74125,-0.16741,-0.62292,-3.16866,6.52216,-3.33383,Walking
1108,0.74907,-0.16155,-0.6361,-7.25802,11.16083,-1.93002,Walking
1108,0.73661,-0.17717,-0.64489,-9.21114,13.90741,-0.52621,Walking
1109,0.7039,-0.21282,-0.65222,-10.92013,15.31122,0.20621,Walking
1109,0.67387,-0.21697,-0.64538,-9.88253,16.77607,0.51139,Walking
1109,0.67387,-0.22747,-0.62976,-5.12179,17.26435,0.45035,Walking
1109,0.63139,-0.22795,-0.61853,1.89726,13.48017,-1.07552,Walking
1109,0.62773,-0.22356,-0.62707,3.66728,10.61152,-2.17416,Walking
1110,0.61821,-0.21209,-0.63586,5.74247,9.51288,-2.6014,Walking
1110,0.64311,-0.14934,-0.6361,7.57353,3.34833,-5.59213,Walking
1110,0.63749,-0.11711,-0.63879,6.96317,0.54071,-4.92074,Walking
1110,0.65385,-0.09832,-0.62463,4.03349,-0.0086,-4.12728,Walking
1110,0.68657,-0.10686,-0.59558,-3.29073,-0.67999,-0.89242,Walking
1324,0.65532,0.00496,-0.6715,30.58378,27.57929,4.96696,Sitting
1324,0.65922,0.07478,-0.73425,20.26884,26.05341,8.14078,Sitting
1324,0.62626,0.08015,-0.6925,7.08525,21.1706,16.13639,Sitting
1324,0.63066,0.06843,-0.63977,-7.31905,13.29706,26.51237,Sitting
1325,0.60527,-0.01799,-0.57775,-35.45626,1.15107,37.98698,Sitting
1325,0.62236,-0.09661,-0.61267,-51.3254,-5.25763,43.90739,Sitting
1325,0.61528,-0.16521,-0.65808,-58.22237,-12.39874,46.40983,Sitting
1325,0.64335,-0.20598,-0.68859,-56.57442,-17.28155,46.40983,Sitting
1326,0.69658,-0.24602,-0.66687,-49.0671,-9.04181,51.17057,Sitting
1326,0.6768,-0.26311,-0.62268,-41.62081,3.16523,51.71989,Sitting
1326,0.64164,-0.32341,-0.5177,-30.93966,10.36737,47.81364,Sitting
1326,0.60771,-0.34075,-0.41369,-16.04708,17.14228,41.03873,Sitting
1327,0.51811,-0.23772,-0.41491,11.90702,19.88886,23.15543,Sitting
1327,0.50737,-0.15325,-0.45227,20.51298,16.47089,15.83121,Sitting
1327,0.53325,-0.14324,-0.4718,21.2454,6.27802,11.86393,Sitting
1327,0.59086,-0.16594,-0.56481,21.36747,-3.24346,7.4694,Sitting
1328,0.68754,-0.10466,-0.67395,28.32548,-11.42218,3.07487,Sitting
1328,0.88163,-0.00627,-0.71203,36.50419,-5.07452,-2.11312,Sitting
1328,0.877,-0.05046,-0.75915,25.21269,4.20282,-5.22592,Sitting
1328,0.8516,-0.08171,-0.81311,13.67704,8.65839,-4.92074,Sitting
1329,0.83574,-0.07366,-0.79553,0.55448,19.33954,11.55875,Sitting
1329,0.7476,-0.15911,-0.70617,-14.03292,29.71552,28.40446,Sitting
1329,0.72905,-0.22576,-0.60095,-20.01436,32.76728,32.73795,Sitting
1329,0.69145,-0.28826,-0.59021,-19.52608,31.4245,28.16031,Sitting
1330,0.68657,-0.31853,-0.5802,-15.00948,30.26484,21.81266,Sitting
1330,0.68827,-0.32097,-0.62854,-8.35665,25.13788,16.19742,Sitting
1330,0.6829,-0.30681,-0.63464,-0.05587,23.612,9.78873,Sitting
1330,0.67826,-0.24309,-0.67346,14.34843,18.97333,0.75553,Sitting
1331,0.67485,-0.21819,-0.68127,18.37675,17.20331,-2.54037,Sitting
1331,0.66581,-0.19475,-0.65954,20.63505,16.89814,-4.61556,Sitting
1331,0.70146,-0.11785,-0.63,20.69608,16.10468,-4.6766,Sitting
1331,0.71049,-0.08489,-0.63781,18.37675,16.47089,-3.15072,Sitting
1332,0.71367,-0.05071,-0.64099,10.86942,18.54609,-0.52621,Sitting
1332,0.71489,-0.03923,-0.63439,5.74247,20.3161,2.22037,Sitting
1332,0.71611,-0.05242,-0.61975,0.55448,21.10956,3.86832,Sitting
1332,0.71098,-0.06462,-0.57946,-4.26729,23.12372,5.2111,Sitting
1333,0.69535,-0.1093,-0.53405,-13.91085,27.27411,8.14078,Sitting
1333,0.68315,-0.12175,-0.53283,-18.06124,29.95966,8.81217,Sitting
1333,0.67192,-0.15349,-0.50964,-21.78438,29.89862,9.05631,Sitting
1333,0.65776,-0.18792,-0.52331,-25.01925,32.52314,8.14078,Sitting
1334,0.6519,-0.24016,-0.52624,-29.04757,26.35859,4.78385,Sitting
1334,0.64482,-0.28899,-0.51623,-30.1462,25.01581,4.66178,Sitting
1334,0.67436,-0.32585,-0.51794,-29.04757,21.84198,4.23453,Sitting
1334,0.67973,-0.35198,-0.52185,-26.11788,20.19403,4.96696,Sitting
1335,0.69853,-0.37566,-0.52795,-19.89229,18.17987,4.05143,Sitting
1335,0.73051,-0.33074,-0.54089,-0.9714,17.75263,0.93864,Sitting
1335,0.74809,-0.28167,-0.55822,6.53593,19.15644,-0.28207,Sitting
1335,0.75151,-0.25554,-0.56555,11.35771,18.72919,-1.62484,Sitting
1336,0.75908,-0.2509,-0.55188,11.72392,19.40058,-2.11312,Sitting
1336,0.77031,-0.22576,-0.56408,11.1746,19.64472,-3.94418,Sitting
1336,0.7791,-0.23723,-0.56701,11.60185,22.20819,-5.10385,Sitting
1336,0.74247,-0.23064,-0.63488,13.18876,25.19892,-9.07113,Sitting
1337,0.71806,-0.22698,-0.66027,13.86015,26.05341,-11.14633,Sitting
1337,0.70268,-0.22698,-0.62439,15.32499,26.66376,-12.97738,Sitting
1337,0.70756,-0.21428,-0.57849,15.99638,26.54169,-13.95394,Sitting
1337,0.71367,-0.23894,-0.56213,18.804,26.48066,-15.11361,Sitting
1338,0.81181,-0.26311,-0.59509,27.65409,39.90839,-30.98275,Sitting
1338,0.74565,-0.35979,-0.60485,51.76298,49.36884,-42.88461,Sitting
1338,0.64286,-0.4179,-0.58825,71.17216,42.65497,-54.66439,Sitting
1338,0.64506,-0.49627,-0.5448,84.66093,30.57001,-61.25619,Sitting
1339,0.69096,-0.51897,-0.50305,104.19218,16.654,-70.96078,Sitting
1339,0.72905,-0.52947,-0.47448,113.16435,4.63007,-86.70785,Sitting
1339,0.74614,-0.56096,-0.46228,115.17851,-2.57208,-103.18734,Sitting
1339,0.78495,-0.60759,-0.45471,124.8831,-5.50177,-120.09408,Sitting
1340,0.72905,-0.67766,-0.41003,146.36748,-1.16827,-137.06184,Sitting
1340,0.5767,-0.70354,-0.37805,199.5291,-8.18731,-156.28792,Sitting
1340,0.54033,-0.6032,-0.41906,235.05156,-20.33331,-165.38216,Sitting
1340,0.51811,-0.59075,-0.39343,263.55496,-37.17901,-168.37288,Sitting
